Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Post Code,Latitude,Longitude,Nearest Waste Site,Nearest Site Category,Distance,Within 45 Mins?
RH5,SOMERSET NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RH5O4,YEOVIL DISTRICT HOSPITAL,BA21 4AT,50.944835,-2.634713,South West Waste Recovery Facility,Treatment,53.0 km,No
RH5,SOMERSET NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RH5ORS,OTHER REPORTABLE SITES,TA6 4RN,51.148585,-2.994789,Walpole Recovery Facility and Landfill Site - EPR/BK6785IE,Landfill,4.5 km,Yes
RH5,SOMERSET NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RH5Q9,MEDICAL RECORDS,TA2 8RX,51.027793,-3.08054,Walpole Recovery Facility and Landfill Site - EPR/BK6785IE,Landfill,25.0 km,Yes
RH5,SOMERSET NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RH5S9,THE EXCHANGE,TA6 4RR,51.145671,-2.991609,Walpole Recovery Facility and Landfill Site - EPR/BK6785IE,Landfill,4.4 km,Yes
RH5,SOMERSET NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RH5U8,EAST REACH CLINIC,TA1 3ES,51.015717,-3.092933,Walpole Recovery Facility and Landfill Site - EPR/BK6785IE,Landfill,24.3 km,Yes
RH5,SOMERSET NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MULTI-SERVICE,T9B5Q,DIAGNOSTIC OPHTHALMOLOGY CENTRE,TA1 2PX,51.014077,-3.068003,Walpole Recovery Facility and Landfill Site - EPR/BK6785IE,Landfill,21.7 km,Yes
RH5,SOMERSET NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MULTI-SERVICE,U2K0F,YEOVIL MEDICAL RECORDS,BA22 8RP,50.948825,-2.681418,South West Waste Recovery Facility,Treatment,51.0 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,E8Q7Z,HOLSWORTHY HOSPITAL,EX22 6JQ,50.818314,-4.34969,Exeter City Council M R F,Treatment,71.9 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,J7S5V,KESTREL PPE STORE,EX2 7LA,50.718208,-3.467488,Exeter City Council M R F,Treatment,12.3 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,K0K6H,ILFRACOMBE HOSPITAL,EX34 8JF,51.204513,-4.124444,Exeter City Council M R F,Treatment,114 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,K6V4F,TORRINGTON HOSPITAL,EX38 7BJ,50.954721,-4.136994,Exeter City Council M R F,Treatment,66.0 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,L4L6K,BARNSTAPLE HEALTH CENTRE,EX32 7BH,51.083289,-4.056102,Exeter City Council M R F,Treatment,93.1 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH801,ROYAL DEVON & EXETER HOSPITAL (WONFORD),EX2 5DW,50.716692,-3.506694,Exeter City Council M R F,Treatment,4.7 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH802,HEAVITREE HOSPITAL ,EX1 2ED,50.724743,-3.514193,Exeter City Council M R F,Treatment,4.0 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH833,OKEHAMPTON COMMUNITY HOSPITAL,EX20 1PN,50.741905,-3.997224,Exeter City Council M R F,Treatment,37.7 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH834,OTTERY ST MARY HOSPITAL,EX11 1DN,50.750103,-3.291587,South West Waste Recovery Facility,Treatment,14.9 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH836,CREDITON HOSPITAL,EX17 3NH,50.792363,-3.674143,Exeter City Council M R F,Treatment,16.4 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH837,SOUTH MOLTON HOSPITAL,EX36 4DP,51.017013,-3.839455,Exeter City Council M R F,Treatment,76.4 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH853,TIVERTON & DISTRICT HOSPITAL,EX16 6AN,,,N/A,N/A,0,N/A
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH854,HONITON HOSPITAL,EX14 2DE,50.794917,-3.186587,South West Waste Recovery Facility,Treatment,2.4 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH857,AXMINSTER HOSPITAL,EX13 5DU,50.783882,-2.996275,South West Waste Recovery Facility,Treatment,18.0 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH858,EXMOUTH HOSPITAL,EX8 2JN,50.620533,-3.401621,Exeter City Council M R F,Treatment,17.9 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH859,VICTORIA HOSPITAL (SIDMOUTH),EX10 8EW,50.681599,-3.239667,South West Waste Recovery Facility,Treatment,14.8 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH868,MARDON HOUSE,EX2 4UD,50.716577,-3.513462,Exeter City Council M R F,Treatment,4.8 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH879,SOUTH DEVON RENAL UNIT,TQ2 7JF,50.484842,-3.572271,Heathfield Landfill EPR/BV7028IP,Landfill,13.3 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH880,NORTH DEVON DISTRICT HOSPITAL,EX31 4JB,51.092166,-4.050455,Exeter City Council M R F,Treatment,95.2 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8A1,"NEWCOURT HOUSE, EXETER",EX2 7JU,50.703677,-3.477967,Exeter City Council M R F,Treatment,6.1 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8A4,SEATON HOSPITAL,EX12 2UU,50.711792,-3.071515,South West Waste Recovery Facility,Treatment,19.9 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8D6,EXETER COMMUNITY HOSPITAL,EX1 3RB,50.730966,-3.484168,Exeter City Council M R F,Treatment,8.9 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8G6,BIDEFORD HOSPITAL,EX39 3AG,51.017812,-4.212783,Exeter City Council M R F,Treatment,76.9 km,No
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8H8,NHS WALK-IN CENTRE - EXETER,EX4 6NN,50.726374,-3.525637,Exeter City Council M R F,Treatment,4.0 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8K6,NHS NIGHTINGALE HOSPITAL EXETER,EX2 7JG,50.724639,-3.464586,Exeter City Council M R F,Treatment,13.0 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8ORS,OTHER REPORTABLE SITES,EX2 5DW,50.716692,-3.506694,Exeter City Council M R F,Treatment,4.7 km,Yes
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,V2W0R,DEVONSHIRE HOUSE,EX31 1QN,51.084544,-4.081731,Exeter City Council M R F,Treatment,96.2 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ801,ST AUSTELL COMMUNITY HOSPITAL,PL26 6AD,50.327864,-4.772405,Stoneybridge Park EPR/YP3934SM,Incineration,35.0 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ805,HELSTON HOSPITAL,TR13 8DR,50.091946,-5.264928,Stoneybridge Park EPR/YP3934SM,Incineration,89.4 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ807,NEWQUAY HOSPITAL,TR7 1RQ,50.411047,-5.074255,Stoneybridge Park EPR/YP3934SM,Incineration,53.1 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ809,ST MARY'S HOSPITAL,TR21 0LE,49.913046,-6.309354,No Route Found,N/A,0,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ80G-X,SOWENNA UNIT,PL31 2QN,50.471755,-4.740858,Stoneybridge Park EPR/YP3934SM,Incineration,26.5 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ815,BOLITHO HOSPITAL,TR18 4NY,50.111385,-5.548623,Stoneybridge Park EPR/YP3934SM,Incineration,101 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ817,CAMBORNE REDRUTH COMMUNITY HOSPITAL,TR15 3ER,50.229371,-5.244424,Stoneybridge Park EPR/YP3934SM,Incineration,72.4 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ823,TREVILLIS,PL14 4EN,50.44387,-4.470624,Stoneybridge Park EPR/YP3934SM,Incineration,3.5 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ842,FALMOUTH HOSPITAL,TR11 2JA,50.155671,-5.086189,Stoneybridge Park EPR/YP3934SM,Incineration,83.4 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ851,KERNOW BUILDING,TR15 2SP,50.232399,-5.22909,Stoneybridge Park EPR/YP3934SM,Incineration,71.7 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ860,"HELSTON HEALTH OFFICES, TRENGROUSE WAY",TR13 8AX,50.100683,-5.271872,Stoneybridge Park EPR/YP3934SM,Incineration,88.8 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ862,BANHAM HOUSE,PL31 2QT,50.468561,-4.741998,Stoneybridge Park EPR/YP3934SM,Incineration,26.4 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ863,LONGREACH HOUSE,TR15 3ER,50.229371,-5.244424,Stoneybridge Park EPR/YP3934SM,Incineration,72.4 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ866,BODMIN HOSPITAL,PL31 2QT,50.468561,-4.741998,Stoneybridge Park EPR/YP3934SM,Incineration,26.4 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ867,STRATTON HOSPITAL,EX23 9BR,50.830739,-4.517572,Stoneybridge Park EPR/YP3934SM,Incineration,58.6 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ870,LAUNCESTON HOSPITAL,PL15 9JD,50.628374,-4.359805,Stoneybridge Park EPR/YP3934SM,Incineration,24.9 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8A3,LISKEARD COMMUNITY HOSPITAL,PL14 3XD,50.461573,-4.451016,Stoneybridge Park EPR/YP3934SM,Incineration,1.4 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8A4,ST BARNABAS HOSPITAL,PL12 4BU,50.407319,-4.214082,Derriford Incinerator EPR/GP3236AX/T001,Incineration,9.8 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8A7,BODMIN HEALTH CENTRE,PL31 2LB,50.472848,-4.72264,Stoneybridge Park EPR/YP3934SM,Incineration,24.3 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8C8,FALMOUTH HEALTH CENTRE,TR11 2LH,50.156385,-5.086067,Stoneybridge Park EPR/YP3934SM,Incineration,83.4 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8E2,BELLAIR HEALTH OFFICE,TR18 4TA,50.117689,-5.542555,Stoneybridge Park EPR/YP3934SM,Incineration,99.6 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8E3,CAMBORNE HEALTH OFFICE,TR14 7DL,50.213378,-5.303706,Stoneybridge Park EPR/YP3934SM,Incineration,78.4 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8J8,TRURO HEALTH PARK,TR1 2JA,50.259971,-5.055912,Stoneybridge Park EPR/YP3934SM,Incineration,62.4 km,No
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RJ8ORS,OTHER REPORTABLE SITES,PL26 6AD,50.327864,-4.772405,Stoneybridge Park EPR/YP3934SM,Incineration,35.0 km,Yes
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,VNAAX,CAREW HOUSE (HEAD OFFICE),PL31 2QN,50.471755,-4.740858,Stoneybridge Park EPR/YP3934SM,Incineration,26.5 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,A3C6M,UNIT 4 (BUSH PARK),PL6 7RG,50.414039,-4.089593,Derriford Incinerator EPR/GP3236AX/T001,Incineration,3.6 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,A3K7K,RESIDENCES - PLYMBRIDGE,PL6 8AJ,50.419685,-4.119124,Derriford Incinerator EPR/GP3236AX/T001,Incineration,1.4 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,A8N8J,PENINSULA COLLEGE OF MEDICINE,PL6 8BU,50.417212,-4.110159,Derriford Incinerator EPR/GP3236AX/T001,Incineration,0.7 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,C7C1D,BIRCHAM HOUSE,PL6 5WR,50.41139,-4.121161,Derriford Incinerator EPR/GP3236AX/T001,Incineration,2.5 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,H5R4Z,PENINSULA RADIOLOGY,PL6 5WR,50.41139,-4.121161,Derriford Incinerator EPR/GP3236AX/T001,Incineration,2.5 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,L0N3Y,UHP WAREHOUSE,PL6 7EZ,50.44613,-4.119488,Derriford Incinerator EPR/GP3236AX/T001,Incineration,5.1 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,M2H2H,NU BUILDING,PL6 5YE,50.416671,-4.121115,Derriford Incinerator EPR/GP3236AX/T001,Incineration,2.7 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,P2G6V,RIVERFORD HOUSE,PL6 7PL,50.421952,-4.087745,Derriford Incinerator EPR/GP3236AX/T001,Incineration,4.3 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK901,MOUNT GOULD HOSPITAL,PL4 7QD,50.37838,-4.112782,Derriford Incinerator EPR/GP3236AX/T001,Incineration,9.4 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK906,"CUMBERLAND CENTRE, DAMEREL CLOSE",PL1 4JZ,50.369991,-4.167875,Derriford Incinerator EPR/GP3236AX/T001,Incineration,8.7 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK922,TAVISTOCK HOSPITAL,PL19 8LD,50.547167,-4.153604,Derriford Incinerator EPR/GP3236AX/T001,Incineration,19.3 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK925,SCOTT HOSPITAL,PL2 2PQ,50.390636,-4.161922,Derriford Incinerator EPR/GP3236AX/T001,Incineration,5.8 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK935,SOUTH HAMS HOSPITAL,TQ7 1AT,50.28869,-3.778849,Heathfield Landfill EPR/BV7028IP,Landfill,44.7 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK950,DERRIFORD HOSPITAL,PL6 8DH,50.416707,-4.113712,Derriford Incinerator EPR/GP3236AX/T001,Incineration,0.6 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK953,ROYAL EYE INFIRMARY,PL4 6PL,,,N/A,N/A,0,N/A
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK959,MOUNT GOULD LOCAL CARE CENTRE,PL4 7PY,50.378822,-4.116642,Derriford Incinerator EPR/GP3236AX/T001,Incineration,7.5 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK960,THE PLYMOUTH DIALYSIS UNIT,PL6 7FL,50.418836,-4.093915,Derriford Incinerator EPR/GP3236AX/T001,Incineration,4.1 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,RK9ORS,OTHER REPORTABLE SITES,PL6 8DH,50.416707,-4.113712,Derriford Incinerator EPR/GP3236AX/T001,Incineration,0.6 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,T5Q9D,UNIVERSITY HOSPITALS PLYMOUTH ESTOVER,PL6 7LX,50.420865,-4.094145,Derriford Incinerator EPR/GP3236AX/T001,Incineration,3.8 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Z2K9J,DIGITAL AND INNOVATION,PL6 8BT,50.415786,-4.108449,Derriford Incinerator EPR/GP3236AX/T001,Incineration,0.9 km,Yes
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - TEACHING,Z3H9N,BRIDGE HOUSE,PL6 7PL,50.421952,-4.087745,Derriford Incinerator EPR/GP3236AX/T001,Incineration,4.3 km,Yes
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RN325,GREAT WESTERN HOSPITAL,SN3 6BB,51.538529,-1.727188,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,6.9 km,Yes
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RN339,WEST SWINDON HEALTH CENTRE,SN5 7DL,51.558468,-1.829544,Waterside Park - EPR/KP3191EK,Treatment,4.3 km,Yes
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RN3FJ,ELDENE HEALTH CENTRE,SN3 3RZ,51.554535,-1.735746,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,6.6 km,Yes
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RN3G2,SWINDON INTERMEDIATE CARE CENTRE,SN3 6BW,51.538805,-1.725917,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,6.8 km,Yes
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RN3J5,WHALEBRIDGE NHS HEALTH CENTRE (SWINDON HEALTH CENTRE),SN1 2DQ,51.5623,-1.781591,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,3.1 km,Yes
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RN3J8,ORBITAL,SN25 4AN,51.597124,-1.807352,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,5.4 km,Yes
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - MEDIUM,RN3ORS,OTHER REPORTABLE SITES,SN3 6BB,51.538529,-1.727188,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,6.9 km,Yes
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,SOUTH EAST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RNUAM,SAVERNAKE HOSPITAL,SN8 3HL,51.415406,-1.704914,Lower Compton Landfill EPR/BU5801ID,Landfill,21.3 km,Yes
RNZ,SALISBURY NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - SMALL,RNZ02,SALISBURY DISTRICT HOSPITAL,SP2 8BJ,51.04394,-1.789814,Churchfields Depot,Treatment,4.8 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,F7F9Z,GLOUCESTERSHIRE QUAYSIDE CDC,GL1 2TZ,51.866202,-2.251588,Avonmouth Treatment Centre  EPR/KP3937DU,Incineration,55.1 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,G4V1K,RIVERSIDE HOUSE,GL53 7QB,51.892256,-2.067618,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,46.2 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,I2I6L,COLLEGE BATHS,GL53 7QB,51.892256,-2.067618,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,46.2 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,J0A2D,ASPEN MEDICAL CENTRE,GL1 3PX,51.865641,-2.226895,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,50.4 km,Yes
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,Q6Y5P,THE WAREHOUSE,GL1 3PZ,51.864229,-2.231536,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,Treatment,50.9 km,Yes
