Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Post Code,Integrated Care Board,Local Authority,Site Type,Incineration (clinical waste) cost (£),Incineration (clinical waste) weight (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) weight (Tonnes),Offensive waste cost (£),Offensive waste weight (Tonnes),Clinical waste (excluding incineration) processed on site cost (£),Clinical waste (excluding incineration) processed on site weight (Tonnes),Clinical waste processed at municipal waste plants cost (£),Clinical waste processed at municipal waste plants weight (Tonnes),Latitude,Longitude,Incin_Waste,AT_Waste,Total_Waste,Cluster
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ07,"AVON HOUSE, TEWKESBURY",GL20 5SJ,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,739,0.02,0,0.0,0,0.0,0,0,0,0,51.991786,-2.160028,0.02,0.0,0.02,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ0A,PULLMAN PLACE,GL1 3NF,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,2749,0.21,195,0.03,854,0.12,0,0,0,0,51.866796,-2.238317,0.21,0.15,0.36,13
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ13,"HONEYBOURNE, CHELTENHAM",GL51 9EZ,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Mental Health and Learning Disabilities,882,0.14,0,0.0,872,0.14,0,0,0,0,51.907063,-2.082947,0.14,0.14,0.28,10
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ16,FAIRFORD HOSPITAL,GL7 4BB,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,1490,0.11,0,0.0,849,0.12,0,0,0,0,51.708117,-1.778169,0.11,0.12,0.22999999999999998,3
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ21,CIRENCESTER HOSPITAL,GL7 1UY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Community hospital (with inpatient beds),9656,9.94,11922,8.15,22861,23.32,0,0,0,0,51.712109,-1.975629,9.94,31.47,41.41,3
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ25,CIRENCESTER MEMORIAL CENTRE,GL7 1RQ,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,355,0.07,184,0.05,388,0.01,0,0,0,0,51.715021,-1.971516,0.07,0.060000000000000005,0.13,3
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ29,NORTH COTSWOLD HOSPITAL,GL56 0DS,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Community hospital (with inpatient beds),1562,2.79,3230,1.5,7676,7.15,0,0,0,0,51.983564,-1.705946,2.79,8.65,11.440000000000001,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ31,COLLIERS COURT,GL14 2QA,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,839,0.06,207,0.04,513,0.05,0,0,0,0,51.825753,-2.490344,0.06,0.09,0.15,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ33,WEAVERS CROFT,GL5 2HZ,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,4976,0.22,77,0.07,700,0.04,0,0,0,0,51.742718,-2.209883,0.22,0.11000000000000001,0.33,4
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ42,VALE COMMUNITY HOSPITAL,GL11 4BA,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Community hospital (with inpatient beds),727,2.5,2899,2.16,8579,8.26,0,0,0,0,51.688047,-2.353364,2.5,10.42,12.92,4
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ44,EDWARD JENNER COURT,GL3 4AW,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,13472,1.17,268,0.08,449,0.13,0,0,0,0,51.844174,-2.177447,1.17,0.21000000000000002,1.38,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ50,"ACORN HOUSE, GLOUCESTER",GL1 3PX,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,0,0.0,0,0.0,350,0.1,0,0,0,0,51.865641,-2.226895,0.0,0.1,0.1,13
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ54,BERKELEY HOUSE (FORMERLY HOLLYBROOK),GL5 4SA,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Learning Disabilities,2025,0.06,59,0.03,4932,1.33,0,0,0,0,51.746403,-2.247676,0.06,1.36,1.4200000000000002,4
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ72,BROWNHILL CLINIC,GL50 4BW,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,0,0.0,0,0.0,350,0.1,0,0,0,0,51.906714,-2.081493,0.0,0.1,0.1,10
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ75,PARK HOUSE DAY CENTRE,GL5 2JG,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,0,0.0,0,0.0,350,0.1,0,0,0,0,51.739532,-2.206725,0.0,0.1,0.1,4
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ87,TEWKESBURY GENERAL HOSPITAL,GL20 5QN,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Community hospital (with inpatient beds),14948,3.08,4115,2.19,8137,6.69,0,0,0,0,51.992156,-2.152471,3.08,8.88,11.96,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQ99,THE RIKENEL,GL1 1LY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,3382,0.16,37,0.01,3455,0.76,0,0,0,0,51.860426,-2.244687,0.16,0.77,0.93,14
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQAD,INDEPENDENT LIVING CENTRE,GL51 0BY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,10753,1.52,3325,0.81,355,0.1,0,0,0,0,51.91492,-2.106907,1.52,0.91,2.43,10
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQB2,GEORGE MOORE COMMUNITY CLINIC,GL54 2AZ,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,1355,0.48,1171,0.43,105,0.05,0,0,0,0,51.886317,-1.75678,0.48,0.48,0.96,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQBA,SOUTHGATE MOORINGS,GL1 2DB,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,3408,1.61,4677,1.39,0,0.0,0,0,0,0,51.862997,-2.24929,1.61,1.39,3.0,14
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQDK,INVISTA,GL3 4HP,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,0,0.0,0,0.0,0,0.0,0,0,0,0,51.84574,-2.164258,0.0,0.0,0.0,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RTQORS,OTHER REPORTABLE SITES,GL1 1LY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Other Reportable Site,8269,0.27,7626,2.4,50378,5.03,0,0,0,0,51.860426,-2.244687,0.27,7.43,7.699999999999999,14
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Y4W1S,FOREST OF DEAN COMMUNITY HOSPITAL,GL14 3HY,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Community hospital (with inpatient beds),3355,2.67,3281,2.08,8569,9.6,0,0,0,0,51.832843,-2.508315,2.67,11.68,14.35,-1
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Y9H5T,FIVE VALLEYS,GL5 3BS,NHS GLOUCESTERSHIRE ICB,GLOUCESTERSHIRE COUNTY COUNCIL,Non inpatient,503,0.11,367,0.1,405,0.2,0,0,0,0,51.745679,-2.218457,0.11,0.30000000000000004,0.41000000000000003,4
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,I0J7G,BRISTOL CENTRE FOR ENABLEMENT,BS34 5BW,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SOUTH GLOUCESTERSHIRE COUNCIL,Other inpatient,451,0.84,0,0.0,374,0.98,0,0,0,0,51.527544,-2.59108,0.84,0.98,1.8199999999999998,6
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ01,SOUTHMEAD HOSPITAL,BS10 5NB,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,General acute hospital,383064,485.75,69552,89.09,273952,696.81,0,0,0,0,51.494806,-2.591016,485.75,785.9,1271.65,6
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ06,SOUTH BRISTOL RENAL UNIT,BS4 1WH,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,19148,18.43,0,0.0,0,0.0,0,0,0,0,51.428745,-2.596291,18.43,0.0,18.43,6
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ20,FRENCHAY HOSPITAL,BS16 1LE,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SOUTH GLOUCESTERSHIRE COUNCIL,Non inpatient,0,0.0,0,0.0,85,0.01,0,0,0,0,51.496597,-2.528419,0.0,0.01,0.01,6
RVJ,NORTH BRISTOL NHS TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RVJ21,COSSHAM HOSPITAL,BS15 1LF,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mixed service hospital,14505,19.98,4458,2.34,1541,4.04,0,0,0,0,51.468886,-2.516121,19.98,6.38,26.36,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2A,HILLVIEW,BA1 3QE,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BATH AND NORTH EAST SOMERSET COUNCIL,Mental Health (including Specialist services),339,0.09,4590,0.76,9990,2.4,0,0,0,0,51.388601,-2.392311,0.09,3.16,3.25,7
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN2E,BATH NHS HOUSE,BA1 3QE,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BATH AND NORTH EAST SOMERSET COUNCIL,Non inpatient,195,0.1,0,0.0,999,0.19,0,0,0,0,51.388601,-2.392311,0.1,0.19,0.29000000000000004,7
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3F,PETHERTON,BS14 9BP,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,361,0.14,2583,0.51,885,0.11,0,0,0,0,51.421786,-2.56325,0.14,0.62,0.76,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3L,"1 COLSTON FORT, MONTAGUE PLACE, BRISTOL",BS6 5UB,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,95,0.07,162,0.05,917,0.06,0,0,0,0,51.461383,-2.598285,0.07,0.11,0.18,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3N,SOUTHMEAD,BS10 5NB,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health (including Specialist services),1196,0.55,1939,0.44,5667,2.27,0,0,0,0,51.494806,-2.591016,0.55,2.71,3.26,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN3Q,BLACKBERRY HILL,BS16 2EW,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health and Learning Disabilities,4117,0.33,47,0.02,18319,4.26,0,0,0,0,51.483143,-2.538834,0.33,4.279999999999999,4.609999999999999,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4B,LONG FOX,BS23 4TQ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Mental Health (including Specialist services),1088,0.13,2595,0.52,7038,4.32,0,0,0,0,51.322331,-2.971405,0.13,4.84,4.97,9
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4M,ELMHAM WAY,BS24 7AY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Mental Health (including Specialist services),142,0.01,132,0.01,270,0.15,0,0,0,0,51.352893,-2.913617,0.01,0.16,0.17,9
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4N,COAST RESOURCE CENTRE,BS24 7FY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Non inpatient,2215,0.18,0,0.0,511,0.28,0,0,0,0,51.356362,-2.911633,0.18,0.28,0.46,9
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN4Q,WINDMILL HOUSE,BS21 6UJ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",NORTH SOMERSET COUNCIL,Non inpatient,16,0.06,0,0.0,2,0.01,0,0,0,0,51.42194,-2.849513,0.06,0.01,0.06999999999999999,9
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN5J,WHITTUCKS ROAD,BS15 3HY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SOUTH GLOUCESTERSHIRE COUNCIL,Mental Health (including Specialist services),198,0.01,0,0.0,705,0.38,0,0,0,0,51.443583,-2.512008,0.01,0.38,0.39,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN6A,GREEN LANE,SN10 5DS,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",WILTSHIRE COUNCIL,Mental Health and Learning Disabilities,598,0.22,4235,0.86,11105,2.66,0,0,0,0,51.339146,-1.981296,0.22,3.52,3.74,-1
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN8A,SANDALWOOD COURT,SN3 4WF,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SWINDON BOROUGH COUNCIL,Mental Health (including Specialist services),255,0.08,1472,0.49,4653,0.68,0,0,0,0,51.588064,-1.747763,0.08,1.17,1.25,3
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVN9A,FOUNTAIN WAY,SP2 7EP,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",WILTSHIRE COUNCIL,Mental Health (including Specialist services),2067,1.0,7914,2.0,16505,4.0,0,0,0,0,51.073371,-1.810376,1.0,6.0,7.0,-1
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNCE,VICTORIA CENTRE,SN3 6BW,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SWINDON BOROUGH COUNCIL,Mental Health (including Specialist services),233,0.06,1931,0.34,8752,2.59,0,0,0,0,51.538805,-1.725917,0.06,2.9299999999999997,2.9899999999999998,3
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNCM,CHATSWORTH HOUSE,SN1 4BA,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",SWINDON BOROUGH COUNCIL,Non inpatient,559,0.23,0,0.0,986,0.18,0,0,0,0,51.552854,-1.779357,0.23,0.18,0.41000000000000003,3
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNDF,RIVERSIDE BRISTOL,BS16 1EG,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health (including Specialist services),0,0.0,1620,0.26,570,0.07,0,0,0,0,51.484598,-2.537367,0.0,0.33,0.33,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNEL,SPEEDWELL CENTRE,BS5 7TJ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Non inpatient,457,0.15,0,0.0,458,0.08,0,0,0,0,51.469053,-2.534982,0.15,0.08,0.22999999999999998,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNEQ,CALLINGTON ROAD HOSPITAL,BS4 5BJ,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BRISTOL CITY COUNCIL,Mental Health (including Specialist services),6432,0.52,677,0.32,31736,14.16,0,0,0,0,51.431264,-2.557556,0.52,14.48,15.0,6
RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RVNORS,OTHER REPORTABLE SITES,SN15 1GG,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",BATH AND NORTH EAST SOMERSET COUNCIL,Other Reportable Site,1730,0.66,3,0.01,794,0.1,0,0,0,0,51.468373,-2.108278,0.66,0.11,0.77,-1
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,Q2A7P,BROOKLAND HALL,BS2 9RU,NHS DEVON ICB,BRISTOL CITY COUNCIL,Mental Health (including Specialist services),0,0.0,0,0.0,145,0.03,0,0,0,0,51.466587,-2.575506,0.0,0.03,0.03,6
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV05,BIDEFORD AND DISTRICT HOSPITAL (ABBOTSVALE),EX39 3AG,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0.0,0,0.0,29,0.01,0,0,0,0,51.017812,-4.212783,0.0,0.01,0.01,2
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV0C,JASMINE LODGE,EX2 5AG,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0.0,0,0.0,233,0.06,0,0,0,0,50.714357,-3.506421,0.0,0.06,0.06,20
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV12,NORTH DEVON DISTRICT HOSPITAL,EX31 4JB,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),9091,11.25,450,0.89,3436,7.9,0,0,2194,6.53,51.092166,-4.050455,11.25,8.790000000000001,20.04,2
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV16,"CHADWELL CENTRE, PAIGNTON",TQ3 2DW,NHS DEVON ICB,TORBAY COUNCIL,Mental Health (including Specialist services),103,0.02,0,0.0,243,0.04,0,0,0,0,50.44906,-3.554547,0.02,0.04,0.06,18
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV25,BRIARS CREATIVE THERAPY SERVICE,EX2 9JD,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0.0,0,0.0,116,0.02,0,0,0,0,50.705317,-3.542302,0.0,0.02,0.02,-1
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV27,NEW LEAF,EX6 8AB,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0.0,0,0.0,116,0.02,0,0,0,0,50.681103,-3.50612,0.0,0.02,0.02,-1
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV28,COMPASS HOUSE,EX2 4TL,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),0,0.0,0,0.0,204,0.04,0,0,0,0,50.720932,-3.515359,0.0,0.04,0.04,20
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV29,TIVERTON HOSPITAL,EX16 6NT,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health and Learning Disabilities,Not Applicable,0.0,Not Applicable,0.0,Not Applicable,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,50.909397,-3.492982,0.0,0.0,0.0,-1
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV40,SHERBOURNE HOUSE,TQ12 2PF,NHS DEVON ICB,DEVON COUNTY COUNCIL,Non inpatient,45,0.02,0,0.0,213,0.03,0,0,0,0,50.531471,-3.608785,0.02,0.03,0.05,18
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV52,ST. JOHNS COURT,EX8 4DD,NHS DEVON ICB,DEVON COUNTY COUNCIL,Mental Health (including Specialist services),54,0.01,0,0.0,203,0.09,0,0,0,0,50.631351,-3.391989,0.01,0.09,0.09999999999999999,17
RWV,DEVON PARTNERSHIP NHS TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RWV55,TORBAY HOSPITAL,TQ2 7AA,NHS DEVON ICB,TORBAY COUNCIL,Mental Health (including Specialist services),1201,0.38,0,0.0,3032,1.73,0,0,0,0,50.482303,-3.553819,0.38,1.73,2.11,18
