Facility RPA,Facility WPA,Permit,Site Name,Permit Type,Site Category,Latitude,Longitude
South West,Devon,21739,Exeter City Council M R F,A15 : Material Recycling Treatment Facility,Treatment,50.710481652265095,-3.5292981471841776
South West,"Bournemouth, Christchurch and Poole",23718,Canford Recycling Centre,A15 : Material Recycling Treatment Facility,Treatment,50.77167318390495,-1.9503135316789886
South West,"Bournemouth, Christchurch and Poole",23718,Canford Recycling Centre,A15 : Material Recycling Treatment Facility,Treatment,50.77167318390495,-1.9503135316789886
South West,"Bournemouth, Christchurch and Poole",23718,Canford Recycling Centre,A15 : Material Recycling Treatment Facility,Treatment,50.77167318390495,-1.9503135316789886
South West,"Bournemouth, Christchurch and Poole",23718,Canford Recycling Centre,A15 : Material Recycling Treatment Facility,Treatment,50.77167318390495,-1.9503135316789886
South West,"Bournemouth, Christchurch and Poole",23718,Canford Recycling Centre,A15 : Material Recycling Treatment Facility,Treatment,50.77167318390495,-1.9503135316789886
South West,Wiltshire,406191,Sand's Farm Facility,A15 : Material Recycling Treatment Facility,Treatment,51.444217244507996,-1.9822243891449005
South West,Wiltshire,100874,Churchfields Depot,A16 : Physical Treatment Facility,Treatment,51.0671774254119,-1.8136506226734281
South West,Wiltshire,100874,Churchfields Depot,A16 : Physical Treatment Facility,Treatment,51.0671774254119,-1.8136506226734281
South West,Wiltshire,100874,Churchfields Depot,A16 : Physical Treatment Facility,Treatment,51.0671774254119,-1.8136506226734281
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Bristol City,404320,Clinipower Avonmouth L L P,S0825 : Clinical Waste Transfer Station + treatment,Treatment,51.51616484867732,-2.6754104269640893
South West,Swindon,LP3330ZS,Waterside Park - EPR/KP3191EK,T05 : Physico-chemical treatment installation,Treatment,51.574879116829486,-1.813951398786583
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Somerset,YP3433TW,Frome Clinical Waste Treatment Plant and Transfer Station,T05 : Physico-chemical treatment installation,Treatment,51.24620220083283,-2.2903531447723515
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Devon,YP3835DZ,South West Waste Recovery Facility,T05 : Physico-chemical treatment installation,Treatment,50.79151192949725,-3.2073037522519945
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Bristol City,RP3735XP,Augean Waste Treatment Plant  EA/EPR/RP3735XP/V002,T06 : Chemical Treatment installation,Treatment,51.52248640436904,-2.6861699514506503
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
South West,Swindon,CP3138QD,Swindon Clinical Waste Transfer and Treatment Facility - EPR/CP3138QD,T07 : Clinical Waste Treatment installation,Treatment,51.57551937345117,-1.7693599739297445
